id,SystemMoon,system,constellation,region,Ore1,p1,harvest1_rarity,H1Worth,Ore2,p2,harvest2_rarity,H2Worth,Ore3,p3,harvest3_rarity,H3Worth,Ore4,p4,harvest4_rarity,H4Worth, MoonWorth, Rent,Towered,Available,Owner,Ticker,Paid
40182378,I2D3-5 V - Moon 14,I2D3-5,P-B2NE,The Kalevala Expanse,Bitumens,0.17,ubiquitous,2015035766,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.32,ubiquitous,2868211433,,,,0,2084347820,42000000,,Yes,,,
40179985,D-6PKO IX - Moon 3,D-6PKO,2O-VY7,The Kalevala Expanse,Sylvite,0.44,ubiquitous,4113741671,Zeolites,0.36,ubiquitous,3226737863,,,,0,,,,0,1966199875,39000000,,Yes,,,
40181259,V2-GZS V - Moon 1,V2-GZS,8UD2-J,The Kalevala Expanse,Sylvite,0.44,ubiquitous,4113741671,Zeolites,0.36,ubiquitous,3226737863,,,,0,,,,0,1966199875,39000000,,Yes,,,
40181937,HVGR-R V - Moon 20,HVGR-R,XPG-HE,The Kalevala Expanse,Sylvite,0.44,ubiquitous,4113741671,Zeolites,0.36,ubiquitous,3226737863,,,,0,,,,0,1966199875,39000000,,Yes,,,
40179110,1-KCSA VII - Moon 3,1-KCSA,6-CBBM,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.29,ubiquitous,2711329738,Zeolites,0.31,ubiquitous,2778579826,,,,0,2105501753,42000000,,Yes,,,
40181848,PNFW-O VI - Moon 10,PNFW-O,XPG-HE,The Kalevala Expanse,Bitumens,0.24,ubiquitous,2844756376,Sylvite,0.26,ubiquitous,2430847351,Zeolites,0.30,ubiquitous,2688948219,,,,0,2133362128,43000000,,Yes,,,
40181317,V2-GZS VIII - Moon 11,V2-GZS,8UD2-J,The Kalevala Expanse,Bitumens,0.15,ubiquitous,1777972735,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.32,ubiquitous,2868211433,,,,0,2070934934,41000000,,Yes,,,
40180669,B1UE-J IX - Moon 6,B1UE-J,S4S-SD,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.31,ubiquitous,2778579826,,,,0,2098795310,42000000,,Yes,,,
40181487,LEM-I1 VI - Moon 3,LEM-I1,8UD2-J,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.31,ubiquitous,2778579826,,,,0,2098795310,42000000,,Yes,,,
40183320,S-LHPJ VI - Moon 3,S-LHPJ,2Q-8WA,The Kalevala Expanse,Bitumens,0.23,ubiquitous,2726224860,Sylvite,0.27,ubiquitous,2524341480,Zeolites,0.30,ubiquitous,2688948219,,,,0,2126655685,43000000,,Yes,,,
40183326,S-LHPJ VI - Moon 7,S-LHPJ,2Q-8WA,The Kalevala Expanse,Bitumens,0.18,ubiquitous,2133567282,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.31,ubiquitous,2778579826,,,,0,2092088867,42000000,,no,Duke Aleks (1KH0R),1KH0R,01-Aug
40181493,LEM-I1 VI - Moon 9,LEM-I1,8UD2-J,The Kalevala Expanse,Bitumens,0.18,ubiquitous,2133567282,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.31,ubiquitous,2778579826,,,,0,2092088867,42000000,,Yes,,,
40182468,FZX-PU VII - Moon 8,FZX-PU,P-B2NE,The Kalevala Expanse,Bitumens,0.18,ubiquitous,2133567282,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.31,ubiquitous,2778579826,,,,0,2092088867,42000000,,Yes,,,
40182655,RQOO-U VII - Moon 10,RQOO-U,P-B2NE,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.28,ubiquitous,2617835609,Zeolites,0.30,ubiquitous,2688948219,,,,0,2119949243,42000000,,Yes,,,
40182533,O9K-FT VII - Moon 2,O9K-FT,P-B2NE,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.28,ubiquitous,2617835609,Zeolites,0.30,ubiquitous,2688948219,,,,0,2119949243,42000000,,Yes,,,
40183245,J-OAH2 VIII - Moon 11,J-OAH2,2Q-8WA,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.28,ubiquitous,2617835609,Zeolites,0.30,ubiquitous,2688948219,,,,0,2119949243,42000000,,Yes,,,
40180915,6FS-CZ VII - Moon 1,6FS-CZ,U-HSM3,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.28,ubiquitous,2617835609,Zeolites,0.30,ubiquitous,2688948219,,,,0,2119949243,42000000,,Yes,,,
40182412,I2D3-5 VI - Moon 24,I2D3-5,P-B2NE,The Kalevala Expanse,Bitumens,0.17,ubiquitous,2015035766,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.31,ubiquitous,2778579826,,,,0,2085382424,42000000,,Yes,,,
40181928,HVGR-R V - Moon 11,HVGR-R,XPG-HE,The Kalevala Expanse,Bitumens,0.17,ubiquitous,2015035766,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.31,ubiquitous,2778579826,,,,0,2085382424,42000000,,Yes,,,
40182944,5-VFC6 X - Moon 2,5-VFC6,2Q-8WA,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40182800,BZ-BCK VI - Moon 7,BZ-BCK,2Q-8WA,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40183227,J-OAH2 VII - Moon 17,J-OAH2,2Q-8WA,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40180237,L-TLFU VII - Moon 18,L-TLFU,3NA-Z1,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40178907,N-JK02 X - Moon 17,N-JK02,6-CBBM,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40178918,N-JK02 XI - Moon 2,N-JK02,6-CBBM,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40182496,FZX-PU VIII - Moon 10,FZX-PU,P-B2NE,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40182407,I2D3-5 VI - Moon 20,I2D3-5,P-B2NE,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40179406,BVRQ-O VI - Moon 4,BVRQ-O,78-6RI,The Kalevala Expanse,Sylvite,0.45,ubiquitous,4207235800,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,1967234479,39000000,,Yes,,,
40180756,O31W-6 XII - Moon 1,O31W-6,S4S-SD,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.29,ubiquitous,2711329738,Zeolites,0.30,ubiquitous,2688948219,,,,0,2113242800,42000000,,Yes,,,
40182381,I2D3-5 V - Moon 17,I2D3-5,P-B2NE,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.29,ubiquitous,2711329738,Zeolites,0.30,ubiquitous,2688948219,,,,0,2113242800,42000000,,Yes,,,
40182158,K95-9I IX - Moon 3,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.29,ubiquitous,2711329738,Zeolites,0.30,ubiquitous,2688948219,,,,0,2113242800,42000000,,Yes,,,
40180102,MN9P-A V - Moon 20,MN9P-A,3NA-Z1,The Kalevala Expanse,Bitumens,0.16,ubiquitous,1896504250,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.31,ubiquitous,2778579826,,,,0,2078675981,42000000,,Yes,,,
40179496,LS3-HP VII - Moon 6,LS3-HP,78-6RI,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.30,ubiquitous,2688948219,,,,0,2106536357,42000000,,Yes,,,
40180380,Q-GICU X - Moon 13,Q-GICU,3NA-Z1,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.30,ubiquitous,2688948219,,,,0,2106536357,42000000,,Yes,,,
40181271,V2-GZS VI - Moon 6,V2-GZS,8UD2-J,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.30,ubiquitous,2688948219,,,,0,2106536357,42000000,,Yes,,,
40179294,UDVW-O VI - Moon 7,UDVW-O,6-CBBM,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.30,ubiquitous,2688948219,,,,0,2106536357,42000000,,Yes,,,
40180252,BM-VYZ I - Moon 4,BM-VYZ,3NA-Z1,The Kalevala Expanse,Bitumens,0.24,ubiquitous,2844756376,Sylvite,0.27,ubiquitous,2524341480,Zeolites,0.29,ubiquitous,2599316612,,,,0,2134396732,43000000,,Yes,,,
40181440,42G-OB V - Moon 17,42G-OB,8UD2-J,The Kalevala Expanse,Bitumens,0.24,ubiquitous,2844756376,Sylvite,0.27,ubiquitous,2524341480,Zeolites,0.29,ubiquitous,2599316612,,,,0,2134396732,43000000,,Yes,,,
40182582,O9K-FT X - Moon 2,O9K-FT,P-B2NE,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.30,ubiquitous,2688948219,,,,0,2099829914,42000000,,Yes,,,
40182203,R1O-GN IV - Moon 13,R1O-GN,P-B2NE,The Kalevala Expanse,Bitumens,0.23,ubiquitous,2726224860,Sylvite,0.28,ubiquitous,2617835609,Zeolites,0.29,ubiquitous,2599316612,,,,0,2127690289,43000000,,Yes,,,
40182128,K95-9I VIII - Moon 5,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.18,ubiquitous,2133567282,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.30,ubiquitous,2688948219,,,,0,2093123471,42000000,,Yes,,,
40179774,AU2V-J VII - Moon 11,AU2V-J,2O-VY7,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.29,ubiquitous,2711329738,Zeolites,0.29,ubiquitous,2599316612,,,,0,2120983847,42000000,,Yes,,,
40181545,LEM-I1 VIII - Moon 9,LEM-I1,8UD2-J,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.29,ubiquitous,2711329738,Zeolites,0.29,ubiquitous,2599316612,,,,0,2120983847,42000000,,Yes,,,
40183052,O5-YNW VII - Moon 5,O5-YNW,2Q-8WA,The Kalevala Expanse,Bitumens,0.17,ubiquitous,2015035766,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.30,ubiquitous,2688948219,,,,0,2086417028,42000000,,Yes,,,
40183218,J-OAH2 VII - Moon 8,J-OAH2,2Q-8WA,The Kalevala Expanse,Sylvite,0.46,ubiquitous,4300729929,Zeolites,0.34,ubiquitous,3047474648,,,,0,,,,0,1968269083,39000000,,Yes,,,
40182985,O5-YNW IV - Moon 2,O5-YNW,2Q-8WA,The Kalevala Expanse,Sylvite,0.46,ubiquitous,4300729929,Zeolites,0.34,ubiquitous,3047474648,,,,0,,,,0,1968269083,39000000,,Yes,,,
40180946,HPV-RJ VII - Moon 3,HPV-RJ,U-HSM3,The Kalevala Expanse,Sylvite,0.46,ubiquitous,4300729929,Zeolites,0.34,ubiquitous,3047474648,,,,0,,,,0,1968269083,39000000,,Yes,,,
40180363,Q-GICU IX - Moon 9,Q-GICU,3NA-Z1,The Kalevala Expanse,Sylvite,0.46,ubiquitous,4300729929,Zeolites,0.34,ubiquitous,3047474648,,,,0,,,,0,1968269083,39000000,,Yes,,,
40179180,UJXC-B VII - Moon 3,UJXC-B,6-CBBM,The Kalevala Expanse,Sylvite,0.46,ubiquitous,4300729929,Zeolites,0.34,ubiquitous,3047474648,,,,0,,,,0,1968269083,39000000,,Yes,,,
40179226,UJXC-B IX - Moon 4,UJXC-B,6-CBBM,The Kalevala Expanse,Sylvite,0.46,ubiquitous,4300729929,Zeolites,0.34,ubiquitous,3047474648,,,,0,,,,0,1968269083,39000000,,Yes,,,
40183136,IUU3-L III - Moon 10,IUU3-L,2Q-8WA,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.29,ubiquitous,2599316612,,,,0,2114277404,42000000,,Yes,,,
40181538,LEM-I1 VIII - Moon 2,LEM-I1,8UD2-J,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.29,ubiquitous,2599316612,,,,0,2114277404,42000000,,Yes,,,
40181924,HVGR-R V - Moon 7,HVGR-R,XPG-HE,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.29,ubiquitous,2599316612,,,,0,2114277404,42000000,,Yes,,,
40182873,5-VFC6 VI - Moon 1,5-VFC6,2Q-8WA,The Kalevala Expanse,Bitumens,0.16,ubiquitous,1896504250,Sylvite,0.34,ubiquitous,3178800382,Zeolites,0.30,ubiquitous,2688948219,,,,0,2079710585,42000000,,Yes,,,
40179966,D-6PKO VIII - Moon 7,D-6PKO,2O-VY7,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.29,ubiquitous,2599316612,,,,0,2107570961,42000000,,Yes,,,
40179451,QX-4HO V - Moon 19,QX-4HO,78-6RI,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.29,ubiquitous,2599316612,,,,0,2107570961,42000000,,Yes,,,
40181943,HVGR-R V - Moon 25,HVGR-R,XPG-HE,The Kalevala Expanse,Bitumens,0.24,ubiquitous,2844756376,Sylvite,0.28,ubiquitous,2617835609,Zeolites,0.28,ubiquitous,2509685004,,,,0,2135431336,43000000,,Yes,,,
40180682,B1UE-J IX - Moon 18,B1UE-J,S4S-SD,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.29,ubiquitous,2599316612,,,,0,2100864518,42000000,,Yes,,,
40180453,EPCD-D V - Moon 9,EPCD-D,3NA-Z1,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.29,ubiquitous,2599316612,,,,0,2100864518,42000000,,Yes,,,
40182047,K76A-3 VII - Moon 17,K76A-3,XPG-HE,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.29,ubiquitous,2599316612,,,,0,2100864518,42000000,,Yes,,,
40181064,GSO-SR V - Moon 11,GSO-SR,U-HSM3,The Kalevala Expanse,Bitumens,0.18,ubiquitous,2133567282,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.29,ubiquitous,2599316612,,,,0,2094158075,42000000,,Yes,,,
40179113,1-KCSA VII - Moon 6,1-KCSA,6-CBBM,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.28,ubiquitous,2509685004,,,,0,2122018451,42000000,,Yes,,,
40179380,FBH-JN XI - Moon 4,FBH-JN,78-6RI,The Kalevala Expanse,Bitumens,0.17,ubiquitous,2015035766,Sylvite,0.34,ubiquitous,3178800382,Zeolites,0.29,ubiquitous,2599316612,,,,0,2087451632,42000000,,Yes,,,
40179576,SH6X-F XI - Moon 3,SH6X-F,78-6RI,The Kalevala Expanse,Bitumens,0.17,ubiquitous,2015035766,Sylvite,0.34,ubiquitous,3178800382,Zeolites,0.29,ubiquitous,2599316612,,,,0,2087451632,42000000,,Yes,,,
40181092,GSO-SR VI - Moon 19,GSO-SR,U-HSM3,The Kalevala Expanse,Bitumens,0.17,ubiquitous,2015035766,Sylvite,0.34,ubiquitous,3178800382,Zeolites,0.29,ubiquitous,2599316612,,,,0,2087451632,42000000,,Yes,,,
40182562,O9K-FT IX - Moon 10,O9K-FT,P-B2NE,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40182566,O9K-FT IX - Moon 14,O9K-FT,P-B2NE,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40179730,SG-3HY VIII - Moon 2,SG-3HY,2O-VY7,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40179978,D-6PKO VIII - Moon 17,D-6PKO,2O-VY7,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40180646,B1UE-J III - Moon 1,B1UE-J,S4S-SD,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40179490,LS3-HP VII - Moon 1,LS3-HP,78-6RI,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40179436,QX-4HO V - Moon 9,QX-4HO,78-6RI,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40182851,BZ-BCK VII - Moon 24,BZ-BCK,2Q-8WA,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40183041,O5-YNW VI - Moon 25,O5-YNW,2Q-8WA,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40180391,Q-GICU XI - Moon 2,Q-GICU,3NA-Z1,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40181681,9-0QB7 III - Moon 1,9-0QB7,XPG-HE,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40181436,42G-OB V - Moon 14,42G-OB,8UD2-J,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40181141,B3ZU-H VI - Moon 4,B3ZU-H,U-HSM3,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40181219,G4-QU6 VI - Moon 22,G4-QU6,8UD2-J,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40178879,N-JK02 IX - Moon 5,N-JK02,6-CBBM,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40178914,N-JK02 X - Moon 21,N-JK02,6-CBBM,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40179250,UDVW-O IV - Moon 10,UDVW-O,6-CBBM,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40181889,HVGR-R III - Moon 12,HVGR-R,XPG-HE,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40181970,K76A-3 IV - Moon 5,K76A-3,XPG-HE,The Kalevala Expanse,Sylvite,0.47,ubiquitous,4394224058,Zeolites,0.33,ubiquitous,2957843041,,,,0,,,,0,1969303687,39000000,,Yes,,,
40179777,AU2V-J VII - Moon 14,AU2V-J,2O-VY7,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.28,ubiquitous,2509685004,,,,0,2115312008,42000000,,Yes,,,
40182704,FB5U-I VI - Moon 1,FB5U-I,2Q-8WA,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.28,ubiquitous,2509685004,,,,0,2115312008,42000000,,Yes,,,
40181662,ND-GL4 VIII - Moon 16,ND-GL4,8UD2-J,The Kalevala Expanse,Bitumens,0.21,ubiquitous,2489161829,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.28,ubiquitous,2509685004,,,,0,2115312008,42000000,,Yes,,,
40179885,A-YB15 X - Moon 18,A-YB15,2O-VY7,The Kalevala Expanse,Bitumens,0.25,ubiquitous,2963287891,Sylvite,0.28,ubiquitous,2617835609,Zeolites,0.27,ubiquitous,2420053397,,,,0,2143172383,43000000,,Yes,,,
40180746,O31W-6 XI - Moon 7,O31W-6,S4S-SD,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.28,ubiquitous,2509685004,,,,0,2108605565,42000000,,Yes,,,
40181418,42G-OB IV - Moon 1,42G-OB,8UD2-J,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.28,ubiquitous,2509685004,,,,0,2108605565,42000000,,Yes,,,
40182155,K95-9I IX - Moon 1,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Sylvite,0.32,ubiquitous,2991812125,Zeolites,0.28,ubiquitous,2509685004,,,,0,2108605565,42000000,,Yes,,,
40180004,D-6PKO IX - Moon 21,D-6PKO,2O-VY7,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.28,ubiquitous,2509685004,,,,0,2101899122,42000000,,Yes,,,
40182730,FB5U-I VII - Moon 6,FB5U-I,2Q-8WA,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.28,ubiquitous,2509685004,,,,0,2101899122,42000000,,Yes,,,
40183128,IUU3-L III - Moon 3,IUU3-L,2Q-8WA,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.28,ubiquitous,2509685004,,,,0,2101899122,42000000,,Yes,,,
40181577,1S-SU1 VIII - Moon 3,1S-SU1,8UD2-J,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.28,ubiquitous,2509685004,,,,0,2101899122,42000000,,Yes,,,
40180415,Q-GICU XI - Moon 22,Q-GICU,3NA-Z1,The Kalevala Expanse,Bitumens,0.19,ubiquitous,2252098797,Sylvite,0.33,ubiquitous,3085306254,Zeolites,0.28,ubiquitous,2509685004,,,,0,2101899122,42000000,,Yes,,,
40181281,V2-GZS VII - Moon 1,V2-GZS,8UD2-J,The Kalevala Expanse,Bitumens,0.23,ubiquitous,2726224860,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.27,ubiquitous,2420053397,,,,0,2129759497,43000000,,Yes,,,
40179610,6V-D0E VI - Moon 6,6V-D0E,78-6RI,The Kalevala Expanse,Bitumens,0.18,ubiquitous,2133567282,Sylvite,0.34,ubiquitous,3178800382,Zeolites,0.28,ubiquitous,2509685004,,,,0,2095192679,42000000,,Yes,,,
40182395,I2D3-5 VI - Moon 8,I2D3-5,P-B2NE,The Kalevala Expanse,Bitumens,0.18,ubiquitous,2133567282,Sylvite,0.34,ubiquitous,3178800382,Zeolites,0.28,ubiquitous,2509685004,,,,0,2095192679,42000000,,Yes,,,
40179901,QZX-L9 V - Moon 1,QZX-L9,2O-VY7,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.27,ubiquitous,2420053397,,,,0,2123053055,42000000,,Yes,,,
40183143,IUU3-L III - Moon 13,IUU3-L,2Q-8WA,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.27,ubiquitous,2420053397,,,,0,2123053055,42000000,,Yes,,,
40181321,V2-GZS VIII - Moon 14,V2-GZS,8UD2-J,The Kalevala Expanse,Bitumens,0.22,ubiquitous,2607693344,Sylvite,0.31,ubiquitous,2898317996,Zeolites,0.27,ubiquitous,2420053397,,,,0,2123053055,42000000,,Yes,,,
40181694,9-0QB7 V - Moon 8,9-0QB7,XPG-HE,The Kalevala Expanse,Bitumens,0.30,ubiquitous,3555945469,Sylvite,0.25,ubiquitous,2337353222,Zeolites,0.25,ubiquitous,2240790182,,,,0,2178773806,44000000,,Yes,,,
40179605,6V-D0E VI - Moon 1,6V-D0E,78-6RI,The Kalevala Expanse,Sylvite,0.48,ubiquitous,4487718187,Zeolites,0.32,ubiquitous,2868211433,,,,0,,,,0,1970338291,39000000,,Yes,,,
40182734,FB5U-I VII - Moon 9,FB5U-I,2Q-8WA,The Kalevala Expanse,Sylvite,0.48,ubiquitous,4487718187,Zeolites,0.32,ubiquitous,2868211433,,,,0,,,,0,1970338291,39000000,,Yes,,,
40180578,74-DRC X - Moon 1,74-DRC,S4S-SD,The Kalevala Expanse,Sylvite,0.48,ubiquitous,4487718187,Zeolites,0.32,ubiquitous,2868211433,,,,0,,,,0,1970338291,39000000,,Yes,,,
40183055,O5-YNW VII - Moon 7,O5-YNW,2Q-8WA,The Kalevala Expanse,Sylvite,0.48,ubiquitous,4487718187,Zeolites,0.32,ubiquitous,2868211433,,,,0,,,,0,1970338291,39000000,,Yes,,,
40180449,EPCD-D V - Moon 5,EPCD-D,3NA-Z1,The Kalevala Expanse,Sylvite,0.48,ubiquitous,4487718187,Zeolites,0.32,ubiquitous,2868211433,,,,0,,,,0,1970338291,39000000,,Yes,,,
40181561,1S-SU1 V - Moon 2,1S-SU1,8UD2-J,The Kalevala Expanse,Sylvite,0.48,ubiquitous,4487718187,Zeolites,0.32,ubiquitous,2868211433,,,,0,,,,0,1970338291,39000000,,Yes,,,
40179107,1-KCSA VII - Moon 1,1-KCSA,6-CBBM,The Kalevala Expanse,Sylvite,0.48,ubiquitous,4487718187,Zeolites,0.32,ubiquitous,2868211433,,,,0,,,,0,1970338291,39000000,,Yes,,,
